word,difficulty_0_100,level,letters,syllables,tags
industrialised,77.60271439699369,hard,14,5,uk_ise
modernisations,77.60271439699369,hard,14,5,uk_ise
recognisations,77.60271439699369,hard,14,5,uk_ise
globalisations,77.60271439699369,hard,14,5,uk_ise
comprehensibly,77.60271439699369,hard,14,5,able_ible
comprehensible,77.60271439699369,hard,14,5,able_ible
stomach,78.24221568003921,hard,7,2,greek_ph_ch;science;silent;tricky
competition,78.56196632156197,hard,11,4,tion;tricky
anaesthetic,78.56196632156197,hard,11,4,ae_oe
explanation,78.56196632156197,hard,11,4,tion;tricky
archaeology,78.56196632156197,hard,11,4,ae_oe
anaesthesia,78.56196632156197,hard,11,4,ae_oe
apologisation,79.52121824613025,hard,13,6,uk_ise
specialisations,80.48047017069854,hard,15,5,uk_ise
prioritisations,80.48047017069854,hard,15,5,uk_ise
neutralisations,80.48047017069854,hard,15,5,uk_ise
industrialising,80.48047017069854,hard,15,5,uk_ise
centralisations,80.48047017069854,hard,15,5,uk_ise
anaesthetist,81.43972209526682,hard,12,4,ae_oe
electrolysed,81.43972209526682,hard,12,5,uk_yse
electrolysis,81.43972209526682,hard,12,5,uk_yse
electrolyses,81.43972209526682,hard,12,5,uk_yse
circumstantial,82.3989740198351,hard,14,4,tial_cial
apologisations,82.3989740198351,hard,14,6,uk_ise
capitalisation,82.3989740198351,hard,14,6,uk_ise
stabilisation,84.31747786897166,hard,13,5,tion;uk_ise
mathematician,84.31747786897166,hard,13,5,cian
capitalisations,85.27672979353994,hard,15,6,uk_ise
nationalisation,85.27672979353994,hard,15,6,uk_ise
intensification,85.27672979353994,hard,15,6,tion
especially,85.27672979353994,hard,10,4,tial_cial;tricky
hospitalisation,85.27672979353994,hard,15,6,uk_ise
electrolysing,89.11373749181308,hard,13,5,uk_yse
archaeologist,89.11373749181308,hard,13,4,ae_oe
paediatrician,89.11373749181308,hard,13,4,ae_oe
pronunciation,89.11373749181308,hard,13,4,tion;tricky
standardisations,89.7532387748586,hard,16,5,uk_ise
standardisation,90.07298941638136,hard,15,5,tion;uk_ise
photosynthesis,90.39274005790412,hard,14,5,greek_ph_ch;prefix;science
archaeologists,91.99149326551793,hard,14,4,ae_oe
encyclopaedia,93.90999711465449,hard,13,5,ae_oe
hospitalisations,94.5494983977,hard,16,6,uk_ise
nationalisations,94.5494983977,hard,16,6,uk_ise
characterisation,94.5494983977,hard,16,6,uk_ise
archaeological,96.78775288835934,hard,14,5,ae_oe
industrialisation,97.42725417140485,hard,17,6,uk_ise
characterisations,97.42725417140485,hard,17,6,uk_ise
industrialisations,100.0,hard,18,6,uk_ise
